Site_Id,Date,SiteName,Longitude,Latitude,param,value
33,2019-12-06,RANDWICK,151.242802,-33.931776,PM10,52.119125
33,2019-12-06,RANDWICK,151.242802,-33.931776,PM2.5,28.55083333
33,2019-12-07,RANDWICK,151.242802,-33.931776,PM10,42.48275
33,2019-12-07,RANDWICK,151.242802,-33.931776,PM2.5,22.70469565
33,2019-12-08,RANDWICK,151.242802,-33.931776,PM10,27.72316667
33,2019-12-08,RANDWICK,151.242802,-33.931776,PM2.5,10.22857143
33,2019-12-09,RANDWICK,151.242802,-33.931776,PM10,32.91483333
33,2019-12-09,RANDWICK,151.242802,-33.931776,PM2.5,17.91657143
33,2019-12-10,RANDWICK,151.242802,-33.931776,PM10,86.1243
33,2019-12-10,RANDWICK,151.242802,-33.931776,PM2.5,95.16654167
33,2019-12-11,RANDWICK,151.242802,-33.931776,PM10,19.667
33,2019-12-11,RANDWICK,151.242802,-33.931776,PM2.5,14.4711
33,2019-12-12,RANDWICK,151.242802,-33.931776,PM10,19.59716667
33,2019-12-12,RANDWICK,151.242802,-33.931776,PM2.5,12.86290476
33,2019-12-13,RANDWICK,151.242802,-33.931776,PM10,17.77604167
33,2019-12-13,RANDWICK,151.242802,-33.931776,PM2.5,7.4575
33,2019-12-14,RANDWICK,151.242802,-33.931776,PM10,25.147375
33,2019-12-14,RANDWICK,151.242802,-33.931776,PM2.5,11.47586364
33,2019-12-15,RANDWICK,151.242802,-33.931776,PM10,26.46366667
33,2019-12-15,RANDWICK,151.242802,-33.931776,PM2.5,15.00826087
33,2019-12-16,RANDWICK,151.242802,-33.931776,PM10,30.87279167
33,2019-12-16,RANDWICK,151.242802,-33.931776,PM2.5,18.15036364
33,2019-12-17,RANDWICK,151.242802,-33.931776,PM10,17.84441176
33,2019-12-17,RANDWICK,151.242802,-33.931776,PM2.5,10.051
33,2019-12-18,RANDWICK,151.242802,-33.931776,PM10,23.63558333
33,2019-12-18,RANDWICK,151.242802,-33.931776,PM2.5,12.337
33,2019-12-19,RANDWICK,151.242802,-33.931776,PM10,81.38020833
33,2019-12-19,RANDWICK,151.242802,-33.931776,PM2.5,48.53609091
33,2019-12-20,RANDWICK,151.242802,-33.931776,PM10,31.70904167
33,2019-12-20,RANDWICK,151.242802,-33.931776,PM2.5,10.52052174
33,2019-12-21,RANDWICK,151.242802,-33.931776,PM10,57.65879167
33,2019-12-21,RANDWICK,151.242802,-33.931776,PM2.5,31.40795833
33,2019-12-22,RANDWICK,151.242802,-33.931776,PM10,39.98758333
33,2019-12-22,RANDWICK,151.242802,-33.931776,PM2.5,15.76208333
33,2019-12-23,RANDWICK,151.242802,-33.931776,PM10,38.49070833
33,2019-12-23,RANDWICK,151.242802,-33.931776,PM2.5,17.13082609
33,2019-12-24,RANDWICK,151.242802,-33.931776,PM10,30.46143478
33,2019-12-24,RANDWICK,151.242802,-33.931776,PM2.5,15.25471429
33,2019-12-25,RANDWICK,151.242802,-33.931776,PM10,32.755875
33,2019-12-25,RANDWICK,151.242802,-33.931776,PM2.5,15.22904545
33,2019-12-26,RANDWICK,151.242802,-33.931776,PM10,24.38466667
33,2019-12-26,RANDWICK,151.242802,-33.931776,PM2.5,11.254
33,2019-12-27,RANDWICK,151.242802,-33.931776,PM10,16.68833333
33,2019-12-27,RANDWICK,151.242802,-33.931776,PM2.5,7.11555
33,2019-12-28,RANDWICK,151.242802,-33.931776,PM10,24.2995
33,2019-12-28,RANDWICK,151.242802,-33.931776,PM2.5,11.38747368
33,2019-12-29,RANDWICK,151.242802,-33.931776,PM10,38.53908333
33,2019-12-29,RANDWICK,151.242802,-33.931776,PM2.5,14.91347619
33,2019-12-30,RANDWICK,151.242802,-33.931776,PM10,39.95291667
33,2019-12-30,RANDWICK,151.242802,-33.931776,PM2.5,15.35218182
